NUM	NUM	NUM	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	TEXT	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	NUM	NUM
7033	300912	1	【国家】战车押运	【国家】战车押运	-1	-1	-1	70	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	1000	1000	1000	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t您可以通过矿主巴德思并抵押#G10两银子（现金）#W就可以领取一匹#G骆驼#W，当您将骆驼安全护送到指定地点，系统将会返还全部押金并给与#G海量经验#W。\n\t护送途中如果您离开骆驼过远，骆驼会意识到危险而#G停止前进#W。\n\t如果骆驼受到袭击并死亡，您的任务将失败，同时押金将被抢走。\n\t当您离开骆驼一段时间或掉线，骆驼将消失，此时#G任务失败#W，您的#G押金#W将丢失。	穿过@npc_72004，将运金#G骆驼#W安全运送到边塞，交给边塞的@npc_72002，他就会给您丰厚的报酬。	这个货物怎么还没送到？这下可要赔大了。	你放弃了个人运镖	这些黄金都沾满了矿工的鲜血，我一定会妥善保管。一路上辛苦你啦，这些奖励请收下。	129174	运镖指引	-1	-1	-1	-1	#G朝贡使者#W						1		1
7034	300915	1	【国家】战车押运	【国家】战车押运	-1	-1	-1	70	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	1000	1000	1000	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t您可以通过矿主巴德思并抵押#G10两银子（现金）#W就可以领取一匹#G骆驼#W，当您将骆驼安全护送到指定地点，系统将会返还全部押金并给与#G海量经验#W。\n\t护送途中如果您离开骆驼过远，骆驼会意识到危险而#G停止前进#W。\n\t如果骆驼受到袭击并死亡，您的任务将失败，同时押金将被抢走。\n\t当您离开骆驼一段时间或掉线，骆驼将消失，此时#G任务失败#W，您的#G押金#W将丢失。	穿过@npc_72004，将运金#G骆驼#W安全运送到边塞，交给边塞的@npc_72002，他就会给您丰厚的报酬。	这个货物怎么还没送到？这下可要赔大了。	你放弃了个人运镖	这些黄金都沾满了矿工的鲜血，我一定会妥善保管。一路上辛苦你啦，这些奖励请收下。	126129	运镖指引	-1	-1	-1	-1	#G朝贡使者#W						1		1
7100	305015	1	【个人】婆罗洲任务	【个人】婆罗洲任务	-1	-1	-1	70	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0						142600		-1	-1	-1	-1							1		1
7101	305015	1	【个人】婆罗洲任务	【个人】婆罗洲任务	-1	-1	-1	70	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0						142602		-1	-1	-1	-1							1		1
7102	305015	1	【个人】婆罗洲任务	【个人】婆罗洲任务	-1	-1	-1	70	-1	-1	0	2	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0						142601		-1	-1	-1	-1							1		1
7103	305015	1	【个人】婆罗洲任务	【个人】婆罗洲任务	-1	-1	-1	70	-1	-1	0	3	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0						142603		-1	-1	-1	-1							1		1
7537	300703	2	【体】铁人三项	【体】铁人三项	-1	-1	-1	40	-1	-1	0	-1	-1	-1	20000	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t我们大元自古尚武，重视对自身体能的训练。在伟大的成吉思汗时期，就曾经制定过“赛达木”大会，激励众人重视体育锻炼，我们现在也有类似的活动。俗称“【个人】铁人三项”。我这里发布的是第一项划船比赛。划船对力量以及耐力的综合考验，是一种很好的锻炼方法。	快去找胡巧夫回复。	\t胡巧夫	\t胡巧夫	\t恭喜你顺利完成了划船阶段的项目，请稍事休息，我们马上进行下一个项目的比赛。	139101	胡巧夫	0	-1	1	7538	胡巧夫						1		1
7538	300703	2	【体】铁人三项	【体】铁人三项	-1	-1	-1	40	-1	-1	0	-1	-1	-1	20000	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t接下来的项目跑步这个项目。简单的跑步，却让你的全身得到了锻炼，对强身健体大有益处。	快去找庞大海回复。	\t庞大海	\t庞大海	\t刚才的比赛感觉如何？胜不骄，败不馁，你还有机会的。	139102	庞大海	0	-1	1	7539	庞大海						1		1
7539	300703	2	【体】铁人三项	【体】铁人三项	-1	-1	-1	40	-1	-1	0	-1	-1	-1	20000	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t自行车是民间大众的一种交通工具，将它运用于比赛当中，既能磨练人的意志，也可以更好的锻炼人的体能。	快去找杜二元完成任务。	\t杜二元	\t杜二元		139103	杜二元	0	-1	0	-1	杜二元						1		1
7540	300350	1	夫妻	夫妻	-1	-1	-1	40	-1	-1	0	-1	-1	-1	54001	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0						140006	沈万四	0	-1	-1	-1							1		1
7541	300351	1	夫妻	夫妻	-1	-1	-1	40	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0						139818	韩山童	0	-1	-1	-1							1		1
7542	300352	1	夫妻	夫妻	-1	-1	-1	40	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0						139117	结婚助理	0	-1	-1	-1							1		1
7543	300759	1	【个人】官府押运	【个人】官府押运	-1	-1	-1	60	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	1000	1000	1000	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t您可以通过矿主巴德思并抵押#G10两银子（现金）#W就可以领取一匹#G骆驼#W，当您将骆驼安全护送到指定地点，系统将会返还全部押金并给与#G海量经验#W。\n\t护送途中如果您离开骆驼过远，骆驼会意识到危险而#G停止前进#W。\n\t如果骆驼受到袭击并死亡，您的任务将失败，同时押金将被抢走。\n\t当您离开骆驼一段时间或掉线，骆驼将消失，此时#G任务失败#W，您的#G押金#W将丢失。	穿过@npc_72004，将运金#G骆驼#W安全运送到边塞，交给边塞的@npc_72002，他就会给您丰厚的报酬。	这个货物怎么还没送到？这下可要赔大了。	你放弃了个人运镖	这些黄金都沾满了矿工的鲜血，我一定会妥善保管。一路上辛苦你啦，这些奖励请收下。	125512	运镖指引	-1	-1	-1	-1	#G朝贡使者#W						1		1
7544	300759	1	【个人】官府押运	【个人】官府押运	-1	-1	-1	70	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	1000	1000	1000	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t您可以通过矿主巴德思并抵押#G10两银子（现金）#W就可以领取一匹#G骆驼#W，当您将骆驼安全护送到指定地点，系统将会返还全部押金并给与#G海量经验#W。\n\t护送途中如果您离开骆驼过远，骆驼会意识到危险而#G停止前进#W。\n\t如果骆驼受到袭击并死亡，您的任务将失败，同时押金将被抢走。\n\t当您离开骆驼一段时间或掉线，骆驼将消失，此时#G任务失败#W，您的#G押金#W将丢失。	穿过@npc_72004，将运金#G骆驼#W安全运送到边塞，交给边塞的@npc_72002，他就会给您丰厚的报酬。	这个货物怎么还没送到？这下可要赔大了。	你放弃了个人运镖	这些黄金都沾满了矿工的鲜血，我一定会妥善保管。一路上辛苦你啦，这些奖励请收下。	125512	运镖指引	-1	-1	-1	-1	#G朝贡使者#W						1		1
7545	300759	1	【个人】官府押运	【个人】官府押运	-1	-1	-1	80	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	1000	1000	1000	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t您可以通过矿主巴德思并抵押#G10两银子（现金）#W就可以领取一匹#G骆驼#W，当您将骆驼安全护送到指定地点，系统将会返还全部押金并给与#G海量经验#W。\n\t护送途中如果您离开骆驼过远，骆驼会意识到危险而#G停止前进#W。\n\t如果骆驼受到袭击并死亡，您的任务将失败，同时押金将被抢走。\n\t当您离开骆驼一段时间或掉线，骆驼将消失，此时#G任务失败#W，您的#G押金#W将丢失。	穿过@npc_72004，将运金#G骆驼#W安全运送到边塞，交给边塞的@npc_72002，他就会给您丰厚的报酬。	这个货物怎么还没送到？这下可要赔大了。	你放弃了个人运镖	这些黄金都沾满了矿工的鲜血，我一定会妥善保管。一路上辛苦你啦，这些奖励请收下。	125512	运镖指引	-1	-1	-1	-1	#G朝贡使者#W						1		1
7546	300757	1	【个人】黑金押运	【个人】黑金押运	-1	-1	-1	60	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	1000	1000	1000	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t您可以通过矿主巴德思并抵押#G10两银子（现金）#W就可以领取一匹#G骆驼#W，当您将骆驼安全护送到指定地点，系统将会返还全部押金并给与#G海量经验#W。\n\t护送途中如果您离开骆驼过远，骆驼会意识到危险而#G停止前进#W。\n\t如果骆驼受到袭击并死亡，您的任务将失败，同时押金将被抢走。\n\t当您离开骆驼一段时间或掉线，骆驼将消失，此时#G任务失败#W，您的#G押金#W将丢失。	穿过@npc_72004，将运金#G骆驼#W安全运送到边塞，交给边塞的@npc_72002，他就会给您丰厚的报酬。	这个货物怎么还没送到？这下可要赔大了。	你放弃了个人运镖	这些黄金都沾满了矿工的鲜血，我一定会妥善保管。一路上辛苦你啦，这些奖励请收下。	125512	运镖指引	-1	-1	-1	-1	#G朝贡使者#W						1		1
7547	300757	1	【个人】黑金押运	【个人】黑金押运	-1	-1	-1	70	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	1000	1000	1000	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t您可以通过矿主巴德思并抵押#G10两银子（现金）#W就可以领取一匹#G骆驼#W，当您将骆驼安全护送到指定地点，系统将会返还全部押金并给与#G海量经验#W。\n\t护送途中如果您离开骆驼过远，骆驼会意识到危险而#G停止前进#W。\n\t如果骆驼受到袭击并死亡，您的任务将失败，同时押金将被抢走。\n\t当您离开骆驼一段时间或掉线，骆驼将消失，此时#G任务失败#W，您的#G押金#W将丢失。	穿过@npc_72004，将运金#G骆驼#W安全运送到边塞，交给边塞的@npc_72002，他就会给您丰厚的报酬。	这个货物怎么还没送到？这下可要赔大了。	你放弃了个人运镖	这些黄金都沾满了矿工的鲜血，我一定会妥善保管。一路上辛苦你啦，这些奖励请收下。	125512	运镖指引	-1	-1	-1	-1	#G朝贡使者#W						1		1
7548	300757	1	【个人】黑金押运	【个人】黑金押运	-1	-1	-1	80	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	1000	1000	1000	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t您可以通过矿主巴德思并抵押#G10两银子（现金）#W就可以领取一匹#G骆驼#W，当您将骆驼安全护送到指定地点，系统将会返还全部押金并给与#G海量经验#W。\n\t护送途中如果您离开骆驼过远，骆驼会意识到危险而#G停止前进#W。\n\t如果骆驼受到袭击并死亡，您的任务将失败，同时押金将被抢走。\n\t当您离开骆驼一段时间或掉线，骆驼将消失，此时#G任务失败#W，您的#G押金#W将丢失。	穿过@npc_72004，将运金#G骆驼#W安全运送到边塞，交给边塞的@npc_72002，他就会给您丰厚的报酬。	这个货物怎么还没送到？这下可要赔大了。	你放弃了个人运镖	这些黄金都沾满了矿工的鲜血，我一定会妥善保管。一路上辛苦你啦，这些奖励请收下。	125512	运镖指引	-1	-1	-1	-1	#G朝贡使者#W						1		1
7549	300758	1	【个人】黑金押运	【个人】黑金押运	-1	-1	-1	80	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	1000	1000	1000	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t您可以通过矿主巴德思并抵押#G10两银子（现金）#W就可以领取一匹#G骆驼#W，当您将骆驼安全护送到指定地点，系统将会返还全部押金并给与#G海量经验#W。\n\t护送途中如果您离开骆驼过远，骆驼会意识到危险而#G停止前进#W。\n\t如果骆驼受到袭击并死亡，您的任务将失败，同时押金将被抢走。\n\t当您离开骆驼一段时间或掉线，骆驼将消失，此时#G任务失败#W，您的#G押金#W将丢失。	穿过@npc_72004，将运金#G骆驼#W安全运送到边塞，交给边塞的@npc_72002，他就会给您丰厚的报酬。	这个货物怎么还没送到？这下可要赔大了。	你放弃了个人运镖	这些黄金都沾满了矿工的鲜血，我一定会妥善保管。一路上辛苦你啦，这些奖励请收下。	123780	运镖指引	-1	-1	-1	-1	#G朝贡使者#W						1		1
#	铁人三项补充																																																																										1
7551	300703	2	【体】铁人三项	【体】铁人三项	-1	-1	-1	40	-1	-1	0	-1	-1	-1	20000	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t自行车是民间大众的一种交通工具，将它运用于比赛当中，既能磨练人的意志，也可以更好的锻炼人的体能。	快去找简申。	\t简申	\t简申		139128	铁三中转人	0	-1	0	-1	铁三中转人						1		1
7552	300703	2	【体】铁人三项	【体】铁人三项	-1	-1	-1	40	-1	-1	0	-1	-1	-1	20000	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t自行车是民间大众的一种交通工具，将它运用于比赛当中，既能磨练人的意志，也可以更好的锻炼人的体能。	快去找华常志完成任务。	\t华常志	\t华常志	\t恭喜你顺利完成了全部三个项目的比赛，我想你在这三项比赛中已经获得了不少的乐趣。明天可以继续参加我们的比赛。	139100	华常志	0	-1	0	-1	华常志						1		1
#	跑钱任务																																																																										
7555	300756	1	跑钱	跑钱	-1	-1	-1	30	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	    我国正面临敌国严重的骚扰和威胁，需要大家共同出力，守卫边关。你愿意接受此任务，守卫边关一段时间吗？	    您接受任务后，经过一段时间即可向我汇报军情，并完成任务得到奖励。当您的#G计时器#W变成#R红色#W时就可准备找我#G回复#W了，如#G错过#W时间，任务就会#G失败#W，请你注意时间。	回复时间未到，快去巡视吧！	您放弃了国家守边任务！	好的，您很准时，非常感谢，由于您协助防守边关，为我们边疆稳定出了一份力。	123780	边防掌旗使	-1	-1	0	-1	国家守边								1
7556	300757	1	跑钱	跑钱	-1	-1	-1	30	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	1000	1000	1000	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	111	我国国富民强，需要招抚四方民心。你们需要穿过@npc_72004把这只象征吉祥的神兽到边境，交给@npc_72002便可获得巨额经验奖励。	神兽乃祥瑞之兽，我在等待它的降临	你放弃了帮会运镖	恭喜您顺利完成任务！这是您应得的奖励，请收下。	123829	运镖完成人	-1	-1	-1	-1	#G朝贡使者#W						1		1
7557	300757	1	跑钱	跑钱	-1	-1	-1	40	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	1000	1000	1000	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	111	我国国富民强，需要招抚四方民心。你们需要穿过@npc_72004把这只象征吉祥的神兽到边境，交给@npc_72003便可获得巨额经验奖励。	神兽乃祥瑞之兽，我在等待它的降临	你放弃了帮会运镖	恭喜您顺利完成任务！这是您应得的奖励，请收下。	500113	运镖完成人	-1	-1	-1	-1	#G朝贡使者#W						1		1
7558	300757	1	跑钱	跑钱	-1	-1	-1	50	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	1000	1000	1000	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	111	我国国富民强，需要招抚四方民心。你们需要穿过@npc_72004把这只象征吉祥的神兽到边境，交给@npc_72004便可获得巨额经验奖励。	神兽乃祥瑞之兽，我在等待它的降临	你放弃了帮会运镖	恭喜您顺利完成任务！这是您应得的奖励，请收下。	125512	运镖完成人	-1	-1	-1	-1	#G朝贡使者#W						1		1
7559	310155	2	【国家】屠城战	【国家】屠城战	-1	-1	-1	20	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	屠城战描述	\t屠城战会每两周开启一次，开启时间为周六下午#G16：00-17：00#W ，您的国家可能处于#G进攻#W或#G防守#W之间的任意一方。\n\t在屠城战开始时，会在防守一方的边境和王城出现10个象征#R国家军力#W的NPC。\n\t#G40级以上#W的国民会收到#R系统提示#W，您只有身处#R王城#W或#R边境#W时#G点击确定#W，才能#R参加屠城战#W。如果您#R选择放弃#W，则不会#G获得屠城战奖励#W。\n\t所有参战者可以在王城国家管理员和边境拓道选择#Y【屠城战】查询#W，来进行查询。\n\t如果您的国家#G处于进攻方#W，需要尽可能的摧毁更多敌国的#R国家军力#W。\n\t如果您的国家#G处于防守方#W需要尽全力保卫自己国家的#R国家军力#W的安全。\n\t屠城战结束后#G17：00-17:20之间#W，您可以在国家管理员处领取#G屠城战奖励#W，奖励的多少取决于您所在国家#G摧毁#W或#G防守住#W#R国家军力#W的数量。	屠城战描述	您放弃了【国家】屠城战		138534	国家管理员	-1	-1	-1	-1	【国家】屠城战已结束，请在明天参加后再领取奖励！						1		1
#	楼兰出国																																																																										
#	楼兰																																																																										
7560	300731	1	【国家】异国杀怪	【国家】异国杀怪	-1	-1	-1	40	-1	-1	0	-1	-1	-1	50017	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t穿过@npc_72004，到本国边塞的@npc_129710处，传送到楼兰边塞，杀死那里的边塞主将，获得药引。		\t你还没有得到药引，快去找寻吧！	你放弃了异国杀怪任务	\t感谢你对国家做出的贡献，我会记下你的功劳。	125503	赫鲁	51	-1	-1	-1	\t穿过@npc_72004到达本国边塞，通过@npc_129710到#G楼兰边塞#W，打败#G边塞主将（280，198）#W获得#G药引#W						1		1
7561	300732	1	【国家】敌国刺探	【国家】敌国刺探	-1	-1	-1	40	-1	-1	0	-1	-1	-1	14021	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t我们在敌国的行动已经引起楼兰的刺不照的注意，必须杀人灭口！此行一定小心行事，速战速决。不要留下任何蛛丝马迹。		\t快去杀掉刺不照，他对我们的威胁太大了！		\t感谢你对国家做出的贡献，我以后可以轻松的对敌国展开行动了。	125501	月律鲁	51	-1	-1	-1	\t穿过@npc_72004到达本国边塞，通过@npc_129710到#G楼兰#W，消灭#G楼兰王城（330，182）#W的#G刺不照#W						1		1
7562	300733	1	【国家】敌国情报	【国家】敌国情报	-1	-1	-1	40	-1	-1	0	-1	-1	-1	51480	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t我们英勇的先行哨探，不幸在楼兰遇难。在他遇难之前，将他搜集的情报秘密的藏在一个箱子里。这份情报对我们至关重要，必须及时将它取回。一路上必是危机四伏，你是否有勇气接受这个重任？		\t你还没有拿到密报，赶快去找！	你放弃了异国杀怪任务	\t你做的很漂亮！有了这份情报，我们可以更加详细的制定出针对敌国的作战计划。	125502	许衡	51	-1	-1	-1	\t穿过@npc_72004到达本国边塞，通过@npc_129710到#G楼兰#W，到#G楼兰王城#W的#G（211，178）#W获取#G密报#W						1		1
7563	300734	1	【国家】国家守边	【国家】国家守边	-1	-1	-1	30	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t我国正面临敌国严重的骚扰和威胁，需要大家共同出力，守卫边塞。你愿意接受此任务，守卫边塞一段时间吗？	您接受任务后，经过一段时间即可向我汇报军情，并完成任务得到奖励。当您的#G计时器#W变成#R红色#W时就可准备找我#G回复#W了，如#G错过#W时间，任务就会#G失败#W，请你注意时间。	\t回复时间未到，快去巡视吧！	您放弃了国家守边任务！	\t好的，您很准时，非常感谢，由于您协助防守边塞，为我们边塞稳定出了一份力。	125508	明安	51	-1	0	-1	明安						1		1
7564	300738	1	【国家】国家守边	【国家】国家守边	-1	-1	-1	40	-1	-1	0	-1	-1	-1	20000	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t由于外族不断侵扰我国边塞，使得边塞的形势极不稳定。如果你想为国家出力，去找边塞的那都赞看看有什么需要帮忙的。	穿过@npc_72004，到本国边塞的@npc_129208处看看有什么需要帮忙的。			\t您好！看你风尘仆仆的样子，是金盾大元帅派你来的吧！最近边塞形式很严峻，敌人时常来袭，您愿意守边么？	125508	明安	51	-1	1	7563	明安						1		1
7565	300738	1	【国家】国家守边	【国家】国家守边	-1	-1	-1	40	-1	-1	0	-1	-1	-1	20000	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t请赶快回报金盾大元帅，如实禀明边塞的情况。	穿过@npc_72028，回报本国王城的@npc_137280。			\t感谢您为国家作出的贡献，你将获得大家的敬仰。	129058	赫鲁	51	-1	-1	-1	苏儿台						1		1
#	天山																																																																										
7566	300731	1	【国家】异国杀怪	【国家】异国杀怪	-1	-1	-1	40	-1	-1	0	-1	-1	-1	50011	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t穿过@npc_72004，到本国边塞的@npc_129710处，传送到莱茵边塞，杀死那里的边塞主将，获得药引。		\t你还没有得到药引，快去找寻吧！	你放弃了异国杀怪任务	\t感谢你对国家做出的贡献，我会记下你的功劳。	125503	赫鲁	151	-1	-1	-1	\t穿过@npc_72004到达本国边塞，通过@npc_129710到#G莱茵边塞#W，打败#G边塞主将（280，198）#W获得#G药引#W						1		1
7567	300732	1	【国家】敌国刺探	【国家】敌国刺探	-1	-1	-1	40	-1	-1	0	-1	-1	-1	14022	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t我们在敌国的行动已经引起莱茵的刺不照的注意，必须杀人灭口！此行一定小心行事，速战速决。不要留下任何蛛丝马迹。		\t快去杀掉刺不照，他对我们的威胁太大了！		\t感谢你对国家做出的贡献，我以后可以轻松的对敌国展开行动了。	125501	月律鲁	151	-1	-1	-1	\t穿过@npc_72004到达本国边塞，通过@npc_129710到#G莱茵#W，消灭#G莱茵王城（330，182）#W的#G刺不照#W						1		1
7568	300733	1	【国家】敌国情报	【国家】敌国情报	-1	-1	-1	40	-1	-1	0	-1	-1	-1	51480	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t我们英勇的先行哨探，不幸在莱茵遇难。在他遇难之前，将他搜集的情报秘密的藏在一个箱子里。这份情报对我们至关重要，必须及时将它取回。一路上必是危机四伏，你是否有勇气接受这个重任？		\t你还没有拿到密报，赶快去找！	你放弃了异国杀怪任务	\t你做的很漂亮！有了这份情报，我们可以更加详细的制定出针对敌国的作战计划。	125502	许衡	151	-1	-1	-1	\t穿过@npc_72004到达本国边塞，通过@npc_129710到#G莱茵#W，到#G莱茵王城#W的#G（211，178）#W获取#G密报#W						1		1
7569	300860	1	【国家】国家守边	【国家】国家守边	-1	-1	-1	30	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	\t我国正面临敌国严重的骚扰和威胁，需要大家共同出力，守卫边塞。你愿意接受此任务，守卫边塞一段时间吗？	您接受任务后，经过一段时间即可向我汇报军情，并完成任务得到奖励。当您的#G计时器#W变成#R红色#W时就可准备找我#G回复#W了，如#G错过#W时间，任务就会#G失败#W，请你注意时间。	\t回复时间未到，快去巡视吧！	您放弃了国家守边任务！	\t好的，您很准时，非常感谢，由于您协助防守边塞，为我们边塞稳定出了一份力。	128510	明安	151	-1	0	-1	明安						1		1
