NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	NUM	TEXT
232	游乐场-疯狂的箱子	310324	0	2	1435	1436	1435	1436	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	1436	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
233	游乐场-疯狂的箱子	310325	0	2	1450	1451	1450	1451	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	1451	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
234	游乐场-疯狂的箱子	-1	0	2	1525	1526	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	1526	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
235	游乐场-疯狂的箱子	310324	0	2	1535	1536	1535	1536	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	1536	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
236	游乐场-疯狂的箱子	310325	0	2	1550	1551	1550	1551	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	1551	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
237	游乐场-疯狂的箱子	-1	0	2	1625	1626	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	1626	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
238	游乐场-疯狂的箱子	310324	0	2	1635	1636	1635	1636	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	1636	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
239	游乐场-疯狂的箱子	310325	0	2	1650	1651	1650	1651	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	1651	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
240	游乐场-疯狂的箱子	-1	0	2	1725	1726	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	1726	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
241	游乐场-疯狂的箱子	310324	0	2	1735	1736	1735	1736	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	1736	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
242	游乐场-疯狂的箱子	310325	0	2	1750	1751	1750	1751	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	1751	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
243	游乐场-疯狂的箱子	-1	0	2	1825	1826	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	1826	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
244	游乐场-疯狂的箱子	310324	0	2	1835	1836	1835	1836	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	1836	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
245	游乐场-疯狂的箱子	310325	0	2	1850	1851	1850	1851	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	1851	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
246	游乐场-疯狂的箱子	-1	0	2	1925	1926	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	1926	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
247	游乐场-疯狂的箱子	310324	0	2	1935	1936	1935	1936	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	1936	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
248	游乐场-疯狂的箱子	310325	0	2	1950	1951	1950	1951	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	1951	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
249	游乐场-疯狂的箱子	-1	0	2	2025	2026	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	2026	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
250	游乐场-疯狂的箱子	310324	0	2	2035	2036	2035	2036	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	2036	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
251	游乐场-疯狂的箱子	310325	0	2	2050	2051	2050	2051	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	2051	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
252	游乐场-疯狂的箱子	-1	0	2	2125	2126	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	2126	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
253	游乐场-疯狂的箱子	310324	0	2	2135	2136	2135	2136	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	2136	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
254	游乐场-疯狂的箱子	310325	0	2	2150	2151	2150	2151	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	2151	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
255	游乐场-疯狂的箱子	-1	0	2	2225	2226	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	2226	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
256	游乐场-疯狂的箱子	310324	0	2	2235	2236	2235	2236	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	2236	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
257	游乐场-疯狂的箱子	310325	0	2	2250	2251	2250	2251	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	2251	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
258	游乐场-彩票	310338	0	2	62359	0	62359	0	0	0	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
259	游乐场-彩票	310338	0	2	1030	1031	1030	1031	0	1	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
260	游乐场-彩票	310338	0	2	1230	1231	1230	1231	0	2	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
261	游乐场-彩票	310338	0	2	1430	1431	1430	1431	0	3	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
262	游乐场-彩票	310338	0	2	1630	1631	1630	1631	0	4	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
263	游乐场-彩票	310338	0	2	1830	1831	1830	1831	0	5	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
264	游乐场-彩票	310338	0	2	2030	2031	2030	2031	0	6	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
265	游乐场-彩票	310338	0	2	2230	2231	2230	2231	0	7	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
266	游乐场关闭	310342	0	2	2250	2251	2300	2301	0	0	-1	-1	-1	-1	4|1	61	天上人间·麒麟即将关闭，欢迎您下次再来。	2251	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
267	游乐场全民狂欢	310341	0	2	900	901	900	901	0	0	-1	-1	-1	-1	4|1	61	魔女艾丽西丝的水晶球又丢失了，请各位游客帮忙找寻回来。	901	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
268	游乐场全民狂欢	310341	0	2	2250	2251	2250	2251	0	1	-1	-1	-1	-1	4|1	61	魔女艾丽西丝的水晶球都被找回了，谢谢大家的努力。	2251	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
269	大观园全民狂欢	310363	0	2	60900	60901	60900	62250	0	0	-1	-1	-1	-1	4|1	61	福神出现在天上人间·梦聊，等待有缘人	6901	-1		-1	-1		-1	-1		-1	-1		-1	0	99	40|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
270	大观园全民狂欢	310363	0	2	62250	62251	62250	62251	0	0	-1	-1	-1	-1	4|1	61	福神已经离开天上人间?梦聊	62251	-1		-1	-1		-1	-1		-1	-1		-1	0	99	40|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
271	大观园全民狂欢	310363	0	2	900	901	900	2250	0	0	-1	-1	-1	-1	4|1	61	福神出现在天上人间·梦聊，等待有缘人	901	-1		-1	-1		-1	-1		-1	-1		-1	0	99	40|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
272	大观园全民狂欢	310363	0	2	2250	2251	2250	2251	0	0	-1	-1	-1	-1	4|1	61	福神已经离开天上人间?梦聊	2251	-1		-1	-1		-1	-1		-1	-1		-1	0	99	40|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
273	大观园彩票	310362	1	1	1030	1031	1030	1031	1	0	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	40|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	40
274	大观园挖宝排名	-1	0	2	1730	1731	-1	-1	0	0	-1	-1	-1	-1	4|1	61	挖宝大作战今日排名已出，各位玩家可以到天上人间·梦聊挖宝大作战发布人（129，69）查询名次领取对应奖励！	1731	-1		-1	-1		-1	-1		-1	-1		-1	0	40	40|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	40
275	大观园挖宝排名	-1	0	2	61730	61731	-1	-1	0	0	-1	-1	-1	-1	4|1	61	挖宝大作战今日排名已出，各位玩家可以到天上人间·梦聊挖宝大作战发布人（129，69）查询名次领取对应奖励！	61731	-1		-1	-1		-1	-1		-1	-1		-1	0	40	40|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	40
276	大观园关闭	310372	0	2	2250	2251	2300	2301	0	0	-1	-1	-1	-1	4|1	61	天上人间·梦聊即将关闭，欢迎您下次再来。	2251	-1		-1	-1		-1	-1		-1	-1		-1	0	40	40|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	40
277	大观园关闭	310372	0	2	62250	62251	62300	62301	0	0	-1	-1	-1	-1	4|1	61	天上人间·梦聊即将关闭，欢迎您下次再来。	62251	-1		-1	-1		-1	-1		-1	-1		-1	0	40	40|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	40
278	大观园天降魔君	310365	1	1	0	1	0	1	0	0	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	40	40|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	40
279	国王争夺战	300970	1	1	1000	1001	1000	1001	0	0	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	50|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
280	国王争夺战	300970	1	1	1100	1101	1100	1101	0	1	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	50|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
281	国王争夺战	300970	1	1	1200	1201	1200	1201	0	2	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	50|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
282	国王争夺战	300970	1	1	1300	1301	1300	1301	0	3	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	50|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
283	国王争夺战	300970	1	1	1400	1401	1400	1401	0	4	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	50|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
284	国王争夺战	300970	1	1	1500	1501	1500	1501	0	5	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	50|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
285	国王争夺战	300970	1	1	1600	1601	1600	1601	0	6	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	50|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
286	国王争夺战	300970	1	1	1700	1701	1700	1701	0	7	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	50|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
287	国王争夺战	300970	1	1	1900	1901	1900	1901	0	8	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	50|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
288	国王争夺战	300970	1	1	2000	2001	2000	2001	0	9	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	50|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
289	周末紫Boss	310003	0	2	52200	52201	52200	52201	0	0	-1	-1	-1	-1	4|1	61	#R恐怖的暗·海都大王出现在中兴府！	52201	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
290	大逃杀	920010	0	2	61430	61431	61430	61431	0	0	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	-2	44	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
291	大逃杀奖励	920011	0	2	61455	61456	61455	61456	0	0	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	-2	44	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
292	大乱斗开始	589001	1	1	759	801	759	801	0	0	-1	-1	-1	-1	5|1	30	#kN#G大乱斗#o互杀#G活动#S开始#B了	801	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
293	大乱斗关闭	-1	1	1	2259	2300	2259	2300	0	0	-1	-1	-1	-1	5|1	30	#kN#G大乱斗#o互杀#G活动#S结束#B了	2300	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
294	大乱斗BOSS	589004	1	1	1130	1131	1130	1131	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o海都大王#G刷新了	1131	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
295	大乱斗BOSS	589004	1	1	1330	1331	1330	1331	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o海都大王#G刷新了	1331	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
296	大乱斗BOSS	589004	1	1	1730	1731	1730	1731	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o海都大王#G刷新了	1731	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
297	大乱斗BOSS	589004	1	1	1930	1931	1930	1931	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o海都大王#G刷新了	1931	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
298	大乱斗BOSS	589004	1	1	2130	2131	2130	2131	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o海都大王#G刷新了	2131	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
299	大乱斗BOSS	589004	1	1	2230	2231	2230	2231	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o海都大王#G刷新了	2231	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
300	大乱斗暴君	589005	1	1	1125	1126	1125	1126	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o暴君#G刷新了	1126	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
301	大乱斗暴君	589005	1	1	1325	1326	1325	1326	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o暴君#G刷新了	1326	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
302	大乱斗暴君	589005	1	1	1525	1526	1525	1526	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o暴君#G刷新了	1526	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
303	大乱斗暴君	589005	1	1	1925	1926	1925	1926	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o暴君#G刷新了	1926	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
304	大乱斗暴君	589005	1	1	2125	2126	2125	2126	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o暴君#G刷新了	2126	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
305	大乱斗暴君	589005	1	1	2225	2226	2225	2226	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o暴君#G刷新了	2226	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
306	大乱斗黄金宝箱	589006	1	1	835	836	835	836	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o黄金宝箱#G刷新了	836	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
307	大乱斗黄金宝箱	589006	1	1	1035	1036	1035	1036	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o黄金宝箱#G刷新了	1036	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
308	大乱斗黄金宝箱	589006	1	1	1335	1336	1335	1336	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o黄金宝箱#G刷新了	1336	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
309	大乱斗黄金宝箱	589006	1	1	1635	1636	1635	1636	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o黄金宝箱#G刷新了	1636	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
310	大乱斗黄金宝箱	589006	1	1	1935	1936	1935	1936	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o黄金宝箱#G刷新了	1936	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
311	大乱斗黄金宝箱	589006	1	1	2135	2136	2135	2136	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o黄金宝箱#G刷新了	2136	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
312	大乱斗黄金宝箱	589006	1	1	2235	2236	2235	2236	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o黄金宝箱#G刷新了	2236	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
313	十字井单人	490036	1	1	1000	1001	1000	1001	0	1	-1	-1	-1	-1	4|1	-1	-1	1001	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
314	十字井单人	490036	1	1	1300	1301	1300	1301	0	1	-1	-1	-1	-1	4|1	-1	-1	1301	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
