NUM	NUM	NUM	NUM	TEXT	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	CNC	NUM	TEXT	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	NUM
5098	1	1	1	五代变异蛊毒蝎子	54	蝎子	50	-1	-1	1	1	变异宝宝	10000	5098	10000	5099	5	60000	20000	38	45	38	45	38	45	38	45	194	210	204	210	204	210	204	210	5	11	3	5	27	48	5	1000	439	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	16191|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5099	1	1	1	六代变异蛊毒蝎子	54	蝎子	50	-1	-1	1	1	变异宝宝	10000	5099	10000	5100	6	60000	20000	38	45	38	45	38	45	38	45	199	215	209	215	209	215	209	215	5	11	3	5	27	48	5	1000	439	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	16191|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5100	1	1	1	七代变异蛊毒蝎子	54	蝎子	50	-1	-1	1	1	变异宝宝	10000	5100	10000	6119	7	60000	20000	38	45	38	45	38	45	38	45	204	220	214	220	214	220	214	220	5	11	3	5	27	48	5	1000	439	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	16191|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5101	70	0	0	成年赤炼螳螂	74	螳螂	70	-1	-1	0	1	成年	10000	5102|5103|5104	7000|1500|1500	5105	1	60000	20000	121	121	121	121	121	121	121	121	175	185	185	185	185	185	185	185	5	11	3	5	27	48	5	1000	437	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610|-1	250|250|250|250|9000	16241|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5102	1	1	1	良品赤炼螳螂	74	螳螂	70	-1	-1	0	1	普通宝宝	10000	5102|5103|5104	7000|1500|1500	5105	1	60000	20000	52	59	52	59	52	59	52	59	184	200	194	200	194	200	194	200	5	11	3	5	27	48	5	1000	437	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	16241|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5103	1	1	1	珍品赤炼螳螂	74	螳螂	70	-1	-1	0	1	优秀宝宝	10000	5102|5103|5104	7000|1500|1500	5105	1	60000	20000	52	59	52	59	52	59	52	59	189	205	199	205	199	205	199	205	5	11	3	5	27	48	5	1000	437	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	16241|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5104	1	1	1	极品赤炼螳螂	74	螳螂	70	-1	-1	0	1	极品宝宝	10000	5102|5103|5104	7000|1500|1500	5105	1	60000	20000	52	59	52	59	52	59	52	59	194	210	204	210	204	210	204	210	5	11	3	5	27	48	5	1000	437	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	16241|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5105	1	1	1	二代变异赤炼螳螂	74	螳螂	70	-1	-1	1	1	变异宝宝	10000	5105	10000	5106	2	60000	20000	52	59	52	59	52	59	52	59	199	215	209	215	209	215	209	215	5	11	3	5	27	48	5	1000	438	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	16241|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5106	1	1	1	三代变异赤炼螳螂	74	螳螂	70	-1	-1	1	1	变异宝宝	10000	5106	10000	5107	3	60000	20000	52	59	52	59	52	59	52	59	204	220	214	220	214	220	214	220	5	11	3	5	27	48	5	1000	438	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	16241|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5107	1	1	1	四代变异赤炼螳螂	74	螳螂	70	-1	-1	1	1	变异宝宝	10000	5107	10000	5108	4	60000	20000	52	59	52	59	52	59	52	59	209	225	219	225	219	225	219	225	5	11	3	5	27	48	5	1000	438	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	16241|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5108	1	1	1	五代变异赤炼螳螂	74	螳螂	70	-1	-1	1	1	变异宝宝	10000	5108	10000	5109	5	60000	20000	52	59	52	59	52	59	52	59	214	230	224	230	224	230	224	230	5	11	3	5	27	48	5	1000	438	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	16241|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5109	1	1	1	六代变异赤炼螳螂	74	螳螂	70	-1	-1	1	1	变异宝宝	10000	5109	10000	5110	6	60000	20000	52	59	52	59	52	59	52	59	219	235	229	235	229	235	229	235	5	11	3	5	27	48	5	1000	438	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	16241|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5110	1	1	1	七代变异赤炼螳螂	74	螳螂	70	-1	-1	1	1	变异宝宝	10000	5110	10000	6120	7	60000	20000	52	59	52	59	52	59	52	59	224	240	234	240	234	240	234	240	5	11	3	5	27	48	5	1000	438	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	16241|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5111	80	0	0	成年飞爪翼龙	85	翼龙	80	-1	-1	0	1	成年	10000	5112|5113|5114	7000|1500|1500	5115	1	60000	20000	137	137	137	137	137	137	137	137	185	195	195	195	195	195	195	195	5	11	3	5	27	48	5	1000	433	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610|-1	250|250|250|250|9000	12620|12630|12640|-1	666|666|666|8002	16101|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5112	1	1	1	良品飞爪翼龙	85	翼龙	80	-1	-1	0	1	普通宝宝	10000	5112|5113|5114	7000|1500|1500	5115	1	60000	20000	58	65	58	65	58	65	58	65	194	210	204	210	204	210	204	210	5	11	3	5	27	48	5	1000	433	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	12620|12630|12640|-1	666|666|666|8002	16101|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5113	1	1	1	珍品飞爪翼龙	85	翼龙	80	-1	-1	0	1	优秀宝宝	10000	5112|5113|5114	7000|1500|1500	5115	1	60000	20000	58	65	58	65	58	65	58	65	199	215	209	215	209	215	209	215	5	11	3	5	27	48	5	1000	433	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	12620|12630|12640|-1	666|666|666|8002	16101|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5114	1	1	1	极品飞爪翼龙	85	翼龙	80	-1	-1	0	1	极品宝宝	10000	5112|5113|5114	7000|1500|1500	5115	1	60000	20000	58	65	58	65	58	65	58	65	214	220	214	220	214	220	214	220	5	11	3	5	27	48	5	1000	433	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	12620|12630|12640|-1	666|666|666|8002	16101|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5115	1	1	1	二代变异飞爪翼龙	85	翼龙	80	-1	-1	1	1	变异宝宝	10000	5115	10000	5116	2	60000	20000	58	65	58	65	58	65	58	65	219	225	219	225	219	225	219	225	5	11	3	5	27	48	5	1000	434	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	12620|12630|12640|-1	666|666|666|8002	16101|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5116	1	1	1	三代变异飞爪翼龙	85	翼龙	80	-1	-1	1	1	变异宝宝	10000	5116	10000	5117	3	60000	20000	58	65	58	65	58	65	58	65	224	230	224	230	224	230	224	230	5	11	3	5	27	48	5	1000	434	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	12620|12630|12640|-1	666|666|666|8002	16101|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5117	1	1	1	四代变异飞爪翼龙	85	翼龙	80	-1	-1	1	1	变异宝宝	10000	5117	10000	5118	4	60000	20000	58	65	58	65	58	65	58	65	229	235	229	235	229	235	229	235	5	11	3	5	27	48	5	1000	434	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	12620|12630|12640|-1	666|666|666|8002	16101|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5118	1	1	1	五代变异飞爪翼龙	85	翼龙	80	-1	-1	1	1	变异宝宝	10000	5118	10000	5119	5	60000	20000	58	65	58	65	58	65	58	65	234	240	234	240	234	240	234	240	5	11	3	5	27	48	5	1000	434	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	12620|12630|12640|-1	666|666|666|8002	16101|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5119	1	1	1	六代变异飞爪翼龙	85	翼龙	80	-1	-1	1	1	变异宝宝	10000	5119	10000	5120	6	60000	20000	58	65	58	65	58	65	58	65	239	245	239	245	239	245	239	245	5	11	3	5	27	48	5	1000	434	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	12620|12630|12640|-1	666|666|666|8002	16101|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5120	1	1	1	七代变异飞爪翼龙	85	翼龙	80	-1	-1	1	1	变异宝宝	10000	5120	10000	6121	7	60000	20000	58	65	58	65	58	65	58	65	244	250	244	250	244	250	244	250	5	11	3	5	27	48	5	1000	434	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	12620|12630|12640|-1	666|666|666|8002	16101|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5121	80	0	0	成年赤磷奎龙	81	奎龙	80	-1	-1	0	1	成年	10000	5122|5123|5124	7000|1500|1500	5125	1	60000	20000	150	150	116	116	116	116	116	116	200	200	170	170	170	170	170	170	5	11	3	5	27	48	5	1000	374	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610|-1	250|250|250|250|9000	12000|11800|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|-1	2000|8000	16261|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5122	1	1	1	良品赤磷奎龙	81	奎龙	80	-1	-1	0	1	普通宝宝	10000	5122|5123|5124	7000|1500|1500	5125	1	60000	20000	71	78	37	44	37	44	37	44	209	215	179	185	179	185	179	185	5	11	3	5	27	48	5	1000	374	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12000|11800|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|-1	2000|8000	16261|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5123	1	1	1	珍品赤磷奎龙	81	奎龙	80	-1	-1	0	1	优秀宝宝	10000	5122|5123|5124	7000|1500|1500	5125	1	60000	20000	71	78	37	44	37	44	37	44	214	220	184	190	184	190	184	190	5	11	3	5	27	48	5	1000	374	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12000|11800|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|-1	2000|8000	16261|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5124	1	1	1	极品赤磷奎龙	81	奎龙	80	-1	-1	0	1	极品宝宝	10000	5122|5123|5124	7000|1500|1500	5125	1	60000	20000	71	78	37	44	37	44	37	44	219	225	189	195	189	195	189	195	5	11	3	5	27	48	5	1000	374	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12000|11800|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|-1	2000|8000	16261|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5125	1	1	1	二代变异赤磷奎龙	81	奎龙	80	-1	-1	1	1	变异宝宝	10000	5125	10000	5126	2	60000	20000	71	78	37	44	37	44	37	44	224	230	194	200	194	200	194	200	5	11	3	5	27	48	5	1000	375	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12000|11800|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|-1	2000|8000	16261|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5126	1	1	1	三代变异赤磷奎龙	81	奎龙	80	-1	-1	1	1	变异宝宝	10000	5126	10000	5127	3	60000	20000	71	78	37	44	37	44	37	44	229	235	199	205	199	205	199	205	5	11	3	5	27	48	5	1000	375	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12000|11800|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|-1	2000|8000	16261|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5127	1	1	1	四代变异赤磷奎龙	81	奎龙	80	-1	-1	1	1	变异宝宝	10000	5127	10000	5128	4	60000	20000	71	78	37	44	37	44	37	44	234	240	204	210	204	210	204	210	5	11	3	5	27	48	5	1000	375	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12000|11800|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|-1	2000|8000	16261|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5128	1	1	1	五代变异赤磷奎龙	81	奎龙	80	-1	-1	1	1	变异宝宝	10000	5128	10000	5129	5	60000	20000	71	78	37	44	37	44	37	44	239	245	209	215	209	215	209	215	5	11	3	5	27	48	5	1000	375	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12000|11800|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|-1	2000|8000	16261|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5129	1	1	1	六代变异赤磷奎龙	81	奎龙	80	-1	-1	1	1	变异宝宝	10000	5129	10000	5130	6	60000	20000	71	78	37	44	37	44	37	44	244	250	214	220	214	220	214	220	5	11	3	5	27	48	5	1000	375	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12000|11800|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|-1	2000|8000	16261|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5130	1	1	1	七代变异赤磷奎龙	81	奎龙	80	-1	-1	1	1	变异宝宝	10000	5130	10000	6122	7	60000	20000	71	78	37	44	37	44	37	44	249	255	219	225	219	225	219	225	5	11	3	5	27	48	5	1000	375	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12000|11800|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|-1	2000|8000	16261|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5131	80	0	0	成年蛟尾虬龙	82	虬龙	80	-1	-1	0	1	成年	10000	5132|5133|5134	7000|1500|1500	5135	1	60000	20000	116	116	150	150	116	116	116	116	170	170	200	200	170	170	170	170	5	11	3	5	27	48	5	1000	378	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610|-1	250|250|250|250|9000	12010|11810|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12630|-1	2000|8000	16271|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5132	1	1	1	良品蛟尾虬龙	82	虬龙	80	-1	-1	0	1	普通宝宝	10000	5132|5133|5134	7000|1500|1500	5135	1	60000	20000	37	44	71	78	37	44	37	44	179	185	209	215	179	185	179	185	5	11	3	5	27	48	5	1000	378	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12010|11810|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12630|-1	2000|8000	16271|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5133	1	1	1	珍品蛟尾虬龙	82	虬龙	80	-1	-1	0	1	优秀宝宝	10000	5132|5133|5134	7000|1500|1500	5135	1	60000	20000	37	44	71	78	37	44	37	44	184	190	214	220	184	190	184	190	5	11	3	5	27	48	5	1000	378	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12010|11810|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12630|-1	2000|8000	16271|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5134	1	1	1	极品蛟尾虬龙	82	虬龙	80	-1	-1	0	1	极品宝宝	10000	5132|5133|5134	7000|1500|1500	5135	1	60000	20000	37	44	71	78	37	44	37	44	189	195	219	225	189	195	189	195	5	11	3	5	27	48	5	1000	378	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12010|11810|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12630|-1	2000|8000	16271|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5135	1	1	1	二代变异蛟尾虬龙	82	虬龙	80	-1	-1	1	1	变异宝宝	10000	5135	10000	5136	2	60000	20000	37	44	71	78	37	44	37	44	194	200	224	230	194	200	194	200	5	11	3	5	27	48	5	1000	379	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12010|11810|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12630|-1	2000|8000	16271|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5136	1	1	1	三代变异蛟尾虬龙	82	虬龙	80	-1	-1	1	1	变异宝宝	10000	5136	10000	5137	3	60000	20000	37	44	71	78	37	44	37	44	199	205	229	235	199	205	199	205	5	11	3	5	27	48	5	1000	379	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12010|11810|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12630|-1	2000|8000	16271|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5137	1	1	1	四代变异蛟尾虬龙	82	虬龙	80	-1	-1	1	1	变异宝宝	10000	5137	10000	5138	4	60000	20000	37	44	71	78	37	44	37	44	204	210	234	240	204	210	204	210	5	11	3	5	27	48	5	1000	379	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12010|11810|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12630|-1	2000|8000	16271|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5138	1	1	1	五代变异蛟尾虬龙	82	虬龙	80	-1	-1	1	1	变异宝宝	10000	5138	10000	5139	5	60000	20000	37	44	71	78	37	44	37	44	209	215	239	245	209	215	209	215	5	11	3	5	27	48	5	1000	379	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12010|11810|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12630|-1	2000|8000	16271|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5139	1	1	1	六代变异蛟尾虬龙	82	虬龙	80	-1	-1	1	1	变异宝宝	10000	5139	10000	5140	6	60000	20000	37	44	71	78	37	44	37	44	214	220	244	250	214	220	214	220	5	11	3	5	27	48	5	1000	379	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12010|11810|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12630|-1	2000|8000	16271|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5140	1	1	1	七代变异蛟尾虬龙	82	虬龙	80	-1	-1	1	1	变异宝宝	10000	5140	10000	6123	7	60000	20000	37	44	71	78	37	44	37	44	219	225	249	255	219	225	219	225	5	11	3	5	27	48	5	1000	379	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12010|11810|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12630|-1	2000|8000	16271|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5141	80	0	0	成年钢髯应龙	83	应龙	80	-1	-1	0	1	成年	10000	5142|5143|5144	7000|1500|1500	5145	1	60000	20000	116	116	116	116	150	150	116	116	170	170	170	170	200	200	170	170	5	11	3	5	27	48	5	1000	370	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610|-1	250|250|250|250|9000	12020|11820|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12640|-1	2000|8000	16141|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5142	1	1	1	良品钢髯应龙	83	应龙	80	-1	-1	0	1	普通宝宝	10000	5142|5143|5144	7000|1500|1500	5145	1	60000	20000	37	44	37	44	71	78	37	44	179	185	179	185	209	215	179	185	5	11	3	5	27	48	5	1000	370	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12020|11820|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12640|-1	2000|8000	16141|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5143	1	1	1	珍品钢髯应龙	83	应龙	80	-1	-1	0	1	优秀宝宝	10000	5142|5143|5144	7000|1500|1500	5145	1	60000	20000	37	44	37	44	71	78	37	44	184	190	184	190	214	220	184	190	5	11	3	5	27	48	5	1000	370	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12020|11820|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12640|-1	2000|8000	16141|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5144	1	1	1	极品钢髯应龙	83	应龙	80	-1	-1	0	1	极品宝宝	10000	5142|5143|5144	7000|1500|1500	5145	1	60000	20000	37	44	37	44	71	78	37	44	189	195	189	195	219	225	189	195	5	11	3	5	27	48	5	1000	370	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12020|11820|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12640|-1	2000|8000	16141|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
5145	1	1	1	二代变异钢髯应龙	83	应龙	80	-1	-1	1	1	变异宝宝	10000	5145	10000	5146	2	60000	20000	37	44	37	44	71	78	37	44	194	200	194	200	224	230	194	200	5	11	3	5	27	48	5	1000	371	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12020|11820|-1	500|500|9000	12400|12410|12600|12610|-1	125|125|125|125|9500	12640|-1	2000|8000	16141|-1	1000|9000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
