NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	TEXT	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	NUM	NUM	TEXT	NUM
3566	3566	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
3567	3567	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
3568	3568	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
3569	3569	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
3570	3570	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
3571	3571	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
3572	3572	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
3573	3573	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
3574	3574	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
3575	3575	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
3576	3576	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
3577	3577	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
3578	3578	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
3579	3579	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
3580	3580	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
3581	3581	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
3582	3582	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
3583	3583	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
3584	3584	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3585	3585	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3586	3586	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3587	3587	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3588	3588	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3589	3589	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3590	3590	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3591	3591	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3592	3592	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3593	3593	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3594	3594	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3595	3595	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3596	3596	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3597	3597	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3598	3598	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3599	3599	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3600	3600	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3601	3601	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3602	3602	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3603	3603	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3604	3604	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3605	3605	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3606	3606	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3607	3607	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3608	3608	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3609	3609	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3610	3610	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3611	3611	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3612	3612	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3613	3613	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3614	3614	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3615	3615	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3616	3616	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3617	3617	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3618	3618	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3619	3619	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3620	3620	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3621	3621	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3622	3622	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3623	3623	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3624	3624	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3625	3625	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3626	3626	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3627	3627	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3628	3628	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3629	3629	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3630	3630	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3631	3631	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3632	3632	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3633	3633	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3634	3634	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3635	3635	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3636	3636	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3637	3637	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3638	3638	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3639	3639	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3640	3640	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3641	3641	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3642	3642	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3643	3643	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3644	3644	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3645	3645	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3646	3646	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3647	3647	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3648	3648	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3649	3649	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3650	3650	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3651	3651	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3652	3652	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3653	3653	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3654	3654	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3655	3655	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3656	3656	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3657	3657	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3658	3658	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3659	3659	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3660	3660	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3661	3661	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3662	3662	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3663	3663	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3664	3664	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3665	3665	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3666	3666	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3667	3667	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
3668	3668	跨服帮会战场	256	256	zhanchang_kuafuzhanchang.scb	131	zhanchang_kuafuzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	10
