NUM	TEXT	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT
839	冥魂可汗套装	8	10068856~10068859|10127856~10127859|10209665~10209677|10239665~10239677|10249665~10249677|10259665~10259677|10269665~10269677|10279665~10279677	2	10	75	4	50	11	6	51	11	8	54	11								
840	冥魂可汗套装	8	10354203~10355203|10414203~10415203|10209666~10209678|10239666~10239678|10249666~10249678|10259666~10259678|10269666~10269678|10279666~10279678	2	12	75	4	50	11	6	51	11	8	54	11								
841	冥魂可汗套装	8	10364203~10365203|10424203~10425203|10209667~10209679|10239667~10239679|10249667~10249679|10259667~10259679|10269667~10269679|10279667~10279679	2	12	75	4	50	11	6	51	11	8	54	11								
842	冥魂可汗套装	8	10374203~10375203|10434203~10435203|10209668~10209680|10239668~10239680|10249668~10249680|10259668~10259680|10269668~10269680|10279668~10279680	2	14	75	4	50	11	6	51	11	8	54	11								
843	冥魂可汗套装	8	10384203~10385203|10444203~10445203|10209669~10209681|10239669~10239681|10249669~10249681|10259669~10259681|10269669~10269681|10279669~10279681	2	14	75	4	50	11	6	51	11	8	54	11								
844	冥魂可汗套装	8	10394203~10395203|10454203~10455203|10209670~10209682|10239670~10239682|10249670~10249682|10259670~10259682|10269670~10269682|10279670~10279682	2	10	75	4	50	11	6	51	11	8	54	11								
845	冥魂可汗套装	8	10404203~10405203|10464203~10465203|10209671~10209683|10239671~10239683|10249671~10249683|10259671~10259683|10269671~10269683|10279671~10279683	2	10	75	4	50	11	6	51	11	8	54	11								
900	冥龙战神套装	8	10019861~10019864~10019869~10019870~10019871~10029861~10029864~10029869~10029870~10029871~10039861~10039864~10039869~10039870~10039871~10049861~10049864~10049869~10049870~10049871~10059861~10059864~10059869~10059870~10059871~10069861~10069864~10069869~10069870~10069871~10359861~10359864~10359869~10359870~10359871~10369861~10369864~10369869~10369870~10369871~10379861~10379864~10379869~10379870~10379871~10389861~10389864~10389869~10389870~10389871~10399861~10399864~10399869~10399870|10079861~10079864~10079869~10079870~10079871~10089861~10089864~10089869~10089870~10089871~10099861~10099864~10099869~10099870~10099871~10109861~10109864~10109869~10109870~10109871~10119861~10119864~10119869~10119870~10119871~10129861~10129864~10129869~10129870~10129871~10419861~10419864~10419869~10419870~10419871~10429861~10429864~10429869~10429870~10429871~10439861~10439864~10439869~10439870~10439871~10449861~10449864~10449869~10449870~10449871~10459861~10459864~10459869~10459870|10207401~10207404~10207411~10207414~10207421~10207424~10207431~10207434~10207441~10207444~10207451~10207454~10207461~10207464|10237401~10237404~10237411~10237414~10237421~10237424~10237431~10237434~10237441~10237444~10237451~10237454~10237461~10237464|10249916~10249937~10249958~10249979~10249685~10249691~10249697~10249703~10249709~10249715~10249721~10249727~10249733~10249739~10249745~10249751~10249688|10257401~10257404~10257411~10257414~10257421~10257424~10257431~10257434~10257441~10257444~10257451~10257454~10257461~10257464|10267401~10267404~10267411~10267414~10267421~10267424~10267431~10267434~10267441~10267444~10267451~10267454~10267461~10267464|10277401~10277404~10277411~10277414~10277421~10277424~10277431~10277434~10277441~10277444~10277451~10277454~10277461~10277464	2	8	86	4	53	11	6	22	5400	8	54	11								
901	冥炎洪荒套装	8	10019861~10019864~10019869~10019870~10019871~10029861~10029864~10029869~10029870~10029871~10039861~10039864~10039869~10039870~10039871~10049861~10049864~10049869~10049870~10049871~10059861~10059864~10059869~10059870~10059871~10069861~10069864~10069869~10069870~10069871~10359861~10359864~10359869~10359870~10359871~10369861~10369864~10369869~10369870~10369871~10379861~10379864~10379869~10379870~10379871~10389861~10389864~10389869~10389870~10389871~10399861~10399864~10399869~10399870|10079861~10079864~10079869~10079870~10079871~10089861~10089864~10089869~10089870~10089871~10099861~10099864~10099869~10099870~10099871~10109861~10109864~10109869~10109870~10109871~10119861~10119864~10119869~10119870~10119871~10129861~10129864~10129869~10129870~10129871~10419861~10419864~10419869~10419870~10419871~10429861~10429864~10429869~10429870~10429871~10439861~10439864~10439869~10439870~10439871~10449861~10449864~10449869~10449870~10449871~10459861~10459864~10459869~10459870|10207401~10207404~10207411~10207414~10207421~10207424~10207431~10207434~10207441~10207444~10207451~10207454~10207461~10207464|10237401~10237404~10237411~10237414~10237421~10237424~10237431~10237434~10237441~10237444~10237451~10237454~10237461~10237464|10249917~10249938~10249959~10249980~10249685~10249691~10249697~10249703~10249709~10249715~10249721~10249727~10249733~10249739~10249745~10249751~10249688|10257401~10257404~10257411~10257414~10257421~10257424~10257431~10257434~10257441~10257444~10257451~10257454~10257461~10257464|10267401~10267404~10267411~10267414~10267421~10267424~10267431~10267434~10267441~10267444~10267451~10267454~10267461~10267464|10277401~10277404~10277411~10277414~10277421~10277424~10277431~10277434~10277441~10277444~10277451~10277454~10277461~10277464	2	8	86	4	50	11	6	22	5400	8	51	11								
902	冥魂可汗套装	8	10019861~10019864~10019869~10019870~10019871~10029861~10029864~10029869~10029870~10029871~10039861~10039864~10039869~10039870~10039871~10049861~10049864~10049869~10049870~10049871~10059861~10059864~10059869~10059870~10059871~10069861~10069864~10069869~10069870~10069871~10359861~10359864~10359869~10359870~10359871~10369861~10369864~10369869~10369870~10369871~10379861~10379864~10379869~10379870~10379871~10389861~10389864~10389869~10389870~10389871~10399861~10399864~10399869~10399870|10079861~10079864~10079869~10079870~10079871~10089861~10089864~10089869~10089870~10089871~10099861~10099864~10099869~10099870~10099871~10109861~10109864~10109869~10109870~10109871~10119861~10119864~10119869~10119870~10119871~10129861~10129864~10129869~10129870~10129871~10419861~10419864~10419869~10419870~10419871~10429861~10429864~10429869~10429870~10429871~10439861~10439864~10439869~10439870~10439871~10449861~10449864~10449869~10449870~10449871~10459861~10459864~10459869~10459870|10207401~10207404~10207411~10207414~10207421~10207424~10207431~10207434~10207441~10207444~10207451~10207454~10207461~10207464|10237401~10237404~10237411~10237414~10237421~10237424~10237431~10237434~10237441~10237444~10237451~10237454~10237461~10237464|10249918~10249939~10249960~10249981~10249685~10249691~10249697~10249703~10249709~10249715~10249721~10249727~10249733~10249739~10249745~10249751~10249688|10257401~10257404~10257411~10257414~10257421~10257424~10257431~10257434~10257441~10257444~10257451~10257454~10257461~10257464|10267401~10267404~10267411~10267414~10267421~10267424~10267431~10267434~10267441~10267444~10267451~10267454~10267461~10267464|10277401~10277404~10277411~10277414~10277421~10277424~10277431~10277434~10277441~10277444~10277451~10277454~10277461~10277464	2	8	86	4	53	11	6	22	5400	8	51	11								
903	冥王武威套装	8	10019861~10019864~10019869~10019870~10019871~10029861~10029864~10029869~10029870~10029871~10039861~10039864~10039869~10039870~10039871~10049861~10049864~10049869~10049870~10049871~10059861~10059864~10059869~10059870~10059871~10069861~10069864~10069869~10069870~10069871~10359861~10359864~10359869~10359870~10359871~10369861~10369864~10369869~10369870~10369871~10379861~10379864~10379869~10379870~10379871~10389861~10389864~10389869~10389870~10389871~10399861~10399864~10399869~10399870|10079861~10079864~10079869~10079870~10079871~10089861~10089864~10089869~10089870~10089871~10099861~10099864~10099869~10099870~10099871~10109861~10109864~10109869~10109870~10109871~10119861~10119864~10119869~10119870~10119871~10129861~10129864~10129869~10129870~10129871~10419861~10419864~10419869~10419870~10419871~10429861~10429864~10429869~10429870~10429871~10439861~10439864~10439869~10439870~10439871~10449861~10449864~10449869~10449870~10449871~10459861~10459864~10459869~10459870|10207401~10207404~10207411~10207414~10207421~10207424~10207431~10207434~10207441~10207444~10207451~10207454~10207461~10207464|10237401~10237404~10237411~10237414~10237421~10237424~10237431~10237434~10237441~10237444~10237451~10237454~10237461~10237464|10249919~10249940~10249961~10249982~10249685~10249691~10249697~10249703~10249709~10249715~10249721~10249727~10249733~10249739~10249745~10249751~10249688|10257401~10257404~10257411~10257414~10257421~10257424~10257431~10257434~10257441~10257444~10257451~10257454~10257461~10257464|10267401~10267404~10267411~10267414~10267421~10267424~10267431~10267434~10267441~10267444~10267451~10267454~10267461~10267464|10277401~10277404~10277411~10277414~10277421~10277424~10277431~10277434~10277441~10277444~10277451~10277454~10277461~10277464	2	8	86	4	50	11	6	22	5400	8	97	50								
904	冥通斗神套装	8	10019920~10029920~10039920~10049920~10059920~10069920~10359920~10369920~10379920~10389920~10399920~10409920|10079920~10089920~10099920~10109920~10119920~10129920~10419920~10429920~10439920~10449920~10459920~10469920|10209920|10239920|10249920|10259920|10269920|10279920	2	8	86	4	50	15	6	51	15	8	54	15								
905	冥尊斗神套装	8	10019921~10029921~10039921~10049921~10059921~10069921~10359921~10369921~10379921~10389921~10399921~10409921|10079921~10089921~10099921~10109921~10119921~10129921~10419921~10429921~10439921~10449921~10459921~10469921|10209921|10239921|10249921|10259921|10269921|10279921	2	8	86	4	50	15	6	51	15	8	54	15								
906	冥君斗神套装	8	10019922~10029922~10039922~10049922~10059922~10069922~10359922~10369922~10379922~10389922~10399922~10409922|10079922~10089922~10099922~10109922~10119922~10129922~10419922~10429922~10439922~10449922~10459922~10469922|10209922|10239922|10249922|10259922|10269922|10279922	2	8	86	4	50	15	6	51	15	8	54	15								
916	玄龙战神套装	8	10019862~10019865~10019872~10019873~10019874~10029862~10029865~10029872~10029873~10029874~10039862~10039865~10039872~10039873~10039874~10049862~10049865~10049872~10049873~10049874~10059862~10059865~10059872~10059873~10059874~10069862~10069865~10069872~10069873~10069874~10359862~10359865~10359872~10359873~10359874~10369862~10369865~10369872~10369873~10369874~10379862~10379865~10379872~10379873~10379874~10389862~10389865~10389872~10389873~10389874~10399862~10399865~10399872~10399873|10079862~10079865~10079872~10079873~10079874~10089862~10089865~10089872~10089873~10089874~10099862~10099865~10099872~10099873~10099874~10109862~10109865~10109872~10109873~10109874~10119862~10119865~10119872~10119873~10119874~10129862~10129865~10129872~10129873~10129874~10419862~10419865~10419872~10419873~10419874~10429862~10429865~10429872~10429873~10429874~10439862~10439865~10439872~10439873~10439874~10449862~10449865~10449872~10449873~10449874~10459862~10459865~10459872~10459873|10207402~10207405~10207412~10207415~10207422~10207425~10207432~10207435~10207442~10207445~10207452~10207455~10207462~10207465|10237402~10237405~10237412~10237415~10237422~10237425~10237432~10237435~10237442~10237445~10237452~10237455~10237462~10237465|10249923~10249944~10249965~10249986~10249686~10249692~10249698~10249704~10249710~10249716~10249722~10249728~10249734~10249740~10249746~10249752~10249689|10257402~10257405~10257412~10257415~10257422~10257425~10257432~10257435~10257442~10257445~10257452~10257455~10257462~10257465|10267402~10267405~10267412~10267415~10267422~10267425~10267432~10267435~10267442~10267445~10267452~10267455~10267462~10267465|10277402~10277405~10277412~10277415~10277422~10277425~10277432~10277435~10277442~10277445~10277452~10277455~10277462~10277465	2	8	100	4	53	13	6	22	8600	8	54	13								
917	玄炎洪荒套装	8	10019862~10019865~10019872~10019873~10019874~10029862~10029865~10029872~10029873~10029874~10039862~10039865~10039872~10039873~10039874~10049862~10049865~10049872~10049873~10049874~10059862~10059865~10059872~10059873~10059874~10069862~10069865~10069872~10069873~10069874~10359862~10359865~10359872~10359873~10359874~10369862~10369865~10369872~10369873~10369874~10379862~10379865~10379872~10379873~10379874~10389862~10389865~10389872~10389873~10389874~10399862~10399865~10399872~10399873|10079862~10079865~10079872~10079873~10079874~10089862~10089865~10089872~10089873~10089874~10099862~10099865~10099872~10099873~10099874~10109862~10109865~10109872~10109873~10109874~10119862~10119865~10119872~10119873~10119874~10129862~10129865~10129872~10129873~10129874~10419862~10419865~10419872~10419873~10419874~10429862~10429865~10429872~10429873~10429874~10439862~10439865~10439872~10439873~10439874~10449862~10449865~10449872~10449873~10449874~10459862~10459865~10459872~10459873|10207402~10207405~10207412~10207415~10207422~10207425~10207432~10207435~10207442~10207445~10207452~10207455~10207462~10207465|10237402~10237405~10237412~10237415~10237422~10237425~10237432~10237435~10237442~10237445~10237452~10237455~10237462~10237465|10249924~10249945~10249966~10249987~10249686~10249692~10249698~10249704~10249710~10249716~10249722~10249728~10249734~10249740~10249746~10249752~10249689|10257402~10257405~10257412~10257415~10257422~10257425~10257432~10257435~10257442~10257445~10257452~10257455~10257462~10257465|10267402~10267405~10267412~10267415~10267422~10267425~10267432~10267435~10267442~10267445~10267452~10267455~10267462~10267465|10277402~10277405~10277412~10277415~10277422~10277425~10277432~10277435~10277442~10277445~10277452~10277455~10277462~10277465	2	8	100	4	50	13	6	22	8600	8	51	13								
918	玄魂可汗套装	8	10019862~10019865~10019872~10019873~10019874~10029862~10029865~10029872~10029873~10029874~10039862~10039865~10039872~10039873~10039874~10049862~10049865~10049872~10049873~10049874~10059862~10059865~10059872~10059873~10059874~10069862~10069865~10069872~10069873~10069874~10359862~10359865~10359872~10359873~10359874~10369862~10369865~10369872~10369873~10369874~10379862~10379865~10379872~10379873~10379874~10389862~10389865~10389872~10389873~10389874~10399862~10399865~10399872~10399873|10079862~10079865~10079872~10079873~10079874~10089862~10089865~10089872~10089873~10089874~10099862~10099865~10099872~10099873~10099874~10109862~10109865~10109872~10109873~10109874~10119862~10119865~10119872~10119873~10119874~10129862~10129865~10129872~10129873~10129874~10419862~10419865~10419872~10419873~10419874~10429862~10429865~10429872~10429873~10429874~10439862~10439865~10439872~10439873~10439874~10449862~10449865~10449872~10449873~10449874~10459862~10459865~10459872~10459873|10207402~10207405~10207412~10207415~10207422~10207425~10207432~10207435~10207442~10207445~10207452~10207455~10207462~10207465|10237402~10237405~10237412~10237415~10237422~10237425~10237432~10237435~10237442~10237445~10237452~10237455~10237462~10237465|10249925~10249946~10249967~10249988~10249686~10249692~10249698~10249704~10249710~10249716~10249722~10249728~10249734~10249740~10249746~10249752~10249689|10257402~10257405~10257412~10257415~10257422~10257425~10257432~10257435~10257442~10257445~10257452~10257455~10257462~10257465|10267402~10267405~10267412~10267415~10267422~10267425~10267432~10267435~10267442~10267445~10267452~10267455~10267462~10267465|10277402~10277405~10277412~10277415~10277422~10277425~10277432~10277435~10277442~10277445~10277452~10277455~10277462~10277465	2	8	100	4	53	13	6	22	8600	8	51	13								
919	玄王武威套装	8	10019862~10019865~10019872~10019873~10019874~10029862~10029865~10029872~10029873~10029874~10039862~10039865~10039872~10039873~10039874~10049862~10049865~10049872~10049873~10049874~10059862~10059865~10059872~10059873~10059874~10069862~10069865~10069872~10069873~10069874~10359862~10359865~10359872~10359873~10359874~10369862~10369865~10369872~10369873~10369874~10379862~10379865~10379872~10379873~10379874~10389862~10389865~10389872~10389873~10389874~10399862~10399865~10399872~10399873|10079862~10079865~10079872~10079873~10079874~10089862~10089865~10089872~10089873~10089874~10099862~10099865~10099872~10099873~10099874~10109862~10109865~10109872~10109873~10109874~10119862~10119865~10119872~10119873~10119874~10129862~10129865~10129872~10129873~10129874~10419862~10419865~10419872~10419873~10419874~10429862~10429865~10429872~10429873~10429874~10439862~10439865~10439872~10439873~10439874~10449862~10449865~10449872~10449873~10449874~10459862~10459865~10459872~10459873|10207402~10207405~10207412~10207415~10207422~10207425~10207432~10207435~10207442~10207445~10207452~10207455~10207462~10207465|10237402~10237405~10237412~10237415~10237422~10237425~10237432~10237435~10237442~10237445~10237452~10237455~10237462~10237465|10249926~10249947~10249968~10249989~10249686~10249692~10249698~10249704~10249710~10249716~10249722~10249728~10249734~10249740~10249746~10249752~10249689|10257402~10257405~10257412~10257415~10257422~10257425~10257432~10257435~10257442~10257445~10257452~10257455~10257462~10257465|10267402~10267405~10267412~10267415~10267422~10267425~10267432~10267435~10267442~10267445~10267452~10267455~10267462~10267465|10277402~10277405~10277412~10277415~10277422~10277425~10277432~10277435~10277442~10277445~10277452~10277455~10277462~10277465	2	8	100	4	50	13	6	22	8600	8	97	55								
920	玄通斗神套装	8	10019927~10029927~10039927~10049927~10059927~10069927~10359927~10369927~10379927~10389927~10399927~10409927|10079927~10089927~10099927~10109927~10119927~10129927~10419927~10429927~10439927~10449927~10459927~10469927|10209927|10239927|10249927|10259927|10269927|10279927 	2	8	100	4	50	15	6	51	15	8	54	15								
921	玄尊斗神套装	8	10019928~10029928~10039928~10049928~10059928~10069928~10359928~10369928~10379928~10389928~10399928~10409928|10079928~10089928~10099928~10109928~10119928~10129928~10419928~10429928~10439928~10449928~10459928~10469928|10209928|10239928|10249928|10259928|10269928|10279928 	2	8	100	4	50	15	6	51	15	8	54	15								
922	玄君斗神套装	8	10019929~10029929~10039929~10049929~10059929~10069929~10359929~10369929~10379929~10389929~10399929~10409929|10079929~10089929~10099929~10109929~10119929~10129929~10419929~10429929~10439929~10449929~10459929~10469929|10209929|10239929|10249929|10259929|10269929|10279929 	2	8	100	4	50	15	6	51	15	8	54	15								
926	冥龙虚空套装	8	10019930~10029930~10039930~10049930~10059930~10069930~10359930~10369930~10379930~10389930~10399930~10409930|10079930~10089930~10099930~10109930~10119930~10129930~10419930~10429930~10439930~10449930~10459930~10469930|10209930|10239930|10249930|10259930|10269930|10279930	2	8	120	4	50	15	6	22	10200	8	54	15								
927	冥炎虚空套装	8	10019931~10029931~10039931~10049931~10059931~10069931~10359931~10369931~10379931~10389931~10399931~10409931|10079931~10089931~10099931~10109931~10119931~10129931~10419931~10429931~10439931~10449931~10459931~10469931|10209931|10239931|10249931|10259931|10269931|10279931	2	8	120	4	50	15	6	22	10200	8	51	15								
928	冥魂虚空套装	8	10019932~10029932~10039932~10049932~10059932~10069932~10359932~10369932~10379932~10389932~10399932~10409932|10079932~10089932~10099932~10109932~10119932~10129932~10419932~10429932~10439932~10449932~10459932~10469932|10209932|10239932|10249932|10259932|10269932|10279932	2	8	120	4	53	15	6	97	50	8	54	15								
929	冥王虚空套装	8	10019933~10029933~10039933~10049933~10059933~10069933~10359933~10369933~10379933~10389933~10399933~10409933|10079933~10089933~10099933~10109933~10119933~10129933~10419933~10429933~10439933~10449933~10459933~10469933|10209933|10239933|10249933|10259933|10269933|10279933	2	8	120	4	53	15	6	51	15	8	54	15								
930	冥通虚空套装	8	10019934~10029934~10039934~10049934~10059934~10069934~10359934~10369934~10379934~10389934~10399934~10409934|10079934~10089934~10099934~10109934~10119934~10129934~10419934~10429934~10439934~10449934~10459934~10469934|10209934|10239934|10249934|10259934|10269934|10279934	2	8	120	4	50	15	6	51	15	8	54	15								
931	冥尊虚空套装	8	10019935~10029935~10039935~10049935~10059935~10069935~10359935~10369935~10379935~10389935~10399935~10409935|10079935~10089935~10099935~10109935~10119935~10129935~10419935~10429935~10439935~10449935~10459935~10469935|10209935|10239935|10249935|10259935|10269935|10279935	2	8	120	4	50	15	6	51	15	8	54	15								
932	冥君虚空套装	8	10019936~10029936~10039936~10049936~10059936~10069936~10359936~10369936~10379936~10389936~10399936~10409936|10079936~10089936~10099936~10109936~10119936~10129936~10419936~10429936~10439936~10449936~10459936~10469936|10209936|10239936|10249936|10259936|10269936|10279936	2	8	120	4	50	15	6	51	15	8	54	15								
933	玄传君主套装	8	10019862~10019865~10019872~10019873~10019874~10019906~10019907|10079862~10079865~10079872~10079873~10079874~10078006~10078007|10207402~10207405~10209548~10209560|10237402~10237405~10239548~10239560|10249548~10249560~10249686~10249692~10249698~10249704~10249710~10249716~10249722~10249728~10249734~10249740~10249746~10249752~10249689~10249695~10249701~10249707~10249713~10249719~10249725~10249731~10249737~10249743~10249749~10249755~10249758~10249761~10249764~10249767~10249770~10249773|10257402~10257405~10259548~10259560|10267402~10267405~10269548~10269560|10277402~10277405~10279548~10279560	2	8	100	4	53	13	6	97	50	8	54	13								
934	玄传君主套装	8	10029862~10029865~10029872~10029873~10029874~10029006~10029007|10089862~10089865~10089872~10089873~10089874~10088006~10088007|10207412~10207415~10209549~10209561|10237412~10237415~10239549~10239561|10249549~10249561~10249686~10249692~10249698~10249704~10249710~10249716~10249722~10249728~10249734~10249740~10249746~10249752~10249689~10249695~10249701~10249707~10249713~10249719~10249725~10249731~10249737~10249743~10249749~10249755~10249758~10249761~10249764~10249767~10249770~10249773|10257412~10257415~10259549~10259561|10267412~10267415~10269549~10269561|10277412~10277415~10279549~10279561	2	8	100	4	53	13	6	97	50	8	54	13								
935	玄传君主套装	8	10039862~10039865~10039872~10039873~10039874~10039006~10039007|10099862~10099865~10099872~10099873~10099874~10098006~10098007|10207422~10207425~10209550~10209562|10237422~10237425~10239550~10239562|10249550~10249562~10249686~10249692~10249698~10249704~10249710~10249716~10249722~10249728~10249734~10249740~10249746~10249752~10249689~10249695~10249701~10249707~10249713~10249719~10249725~10249731~10249737~10249743~10249749~10249755~10249758~10249761~10249764~10249767~10249770~10249773|10257422~10257425~10259550~10259562|10267422~10267425~10269550~10269562|10277422~10277425~10279550~10279562	2	8	100	4	53	13	6	97	50	8	54	13								
936	玄传君主套装	8	10049862~10049865~10049872~10049873~10049874~10049006~10049007|10109862~10109865~10109872~10109873~10109874~10108006~10108007|10207432~10207435~10209551~10209563|10237432~10237435~10239551~10239563|10249551~10249563~10249686~10249692~10249698~10249704~10249710~10249716~10249722~10249728~10249734~10249740~10249746~10249752~10249689~10249695~10249701~10249707~10249713~10249719~10249725~10249731~10249737~10249743~10249749~10249755~10249758~10249761~10249764~10249767~10249770~10249773|10257432~10257435~10259551~10259563|10267432~10267435~10269551~10269563|10277432~10277435~10279551~10279563	2	8	100	4	53	13	6	97	50	8	54	13								
937	玄传君主套装	8	10059862~10059865~10059872~10059873~10059874~10059006~10059007|10119862~10119865~10119872~10119873~10119874~10118006~10118007|10207442~10207445~10209552~10209564|10237442~10237445~10239552~10239564|10249552~10249564~10249686~10249692~10249698~10249704~10249710~10249716~10249722~10249728~10249734~10249740~10249746~10249752~10249689~10249695~10249701~10249707~10249713~10249719~10249725~10249731~10249737~10249743~10249749~10249755~10249758~10249761~10249764~10249767~10249770~10249773|10257442~10257445~10259552~10259564|10267442~10267445~10269552~10269564|10277442~10277445~10279552~10279564	2	8	100	4	53	13	6	97	50	8	54	13								
938	玄传君主套装	8	10069862~10069865~10069872~10069873~10069874~10069006~10069007|10129862~10129865~10129872~10129873~10129874~10128006~10128007|10207452~10207455~10209553~10209565|10237452~10237455~10239553~10239565|10249553~10249565~10249686~10249692~10249698~10249704~10249710~10249716~10249722~10249728~10249734~10249740~10249746~10249752~10249689~10249695~10249701~10249707~10249713~10249719~10249725~10249731~10249737~10249743~10249749~10249755~10249758~10249761~10249764~10249767~10249770~10249773|10257452~10257455~10259553~10259565|10267452~10267455~10269553~10269565|10277452~10277455~10279553~10279565	2	8	100	4	53	13	6	97	50	8	54	13								
939	玄传君主套装	8	10359862~10359865~10359872~10359873~10359874~10355404~10355405|10419862~10419865~10419872~10419873~10419874~10415404~10415405|10207462~10207465~10209554~10209566|10237462~10237465~10239554~10239566|10249554~10249566~10249686~10249692~10249698~10249704~10249710~10249716~10249722~10249728~10249734~10249740~10249746~10249752~10249689~10249695~10249701~10249707~10249713~10249719~10249725~10249731~10249737~10249743~10249749~10249755~10249758~10249761~10249764~10249767~10249770~10249773|10257462~10257465~10259554~10259566|10267462~10267465~10269554~10269566|10277462~10277465~10279554~10279566	2	8	100	4	53	13	6	97	50	8	54	13								
940	玄传君主套装	8	10369862~10369865~10369872~10369873~10369874~10365404~10365405|10429862~10429865~10429872~10429873~10429874~10425404~10425405|10207472~10207475~10209555~10209567|10237472~10237475~10239555~10239567|10249555~10249567~10249686~10249692~10249698~10249704~10249710~10249716~10249722~10249728~10249734~10249740~10249746~10249752~10249689~10249695~10249701~10249707~10249713~10249719~10249725~10249731~10249737~10249743~10249749~10249755~10249758~10249761~10249764~10249767~10249770~10249773|10257472~10257475~10259555~10259567|10267472~10267475~10269555~10269567|10277472~10277475~10279555~10279567	2	8	100	4	53	13	6	97	50	8	54	13								
941	玄传君主套装	8	10379862~10379865~10379872~10379873~10379874~10375404~10375405|10439862~10439865~10439872~10439873~10439874~10435404~10435405|10207482~10207485~10209556~10209568|10237482~10237485~10239556~10239568|10249556~10249568~10249686~10249692~10249698~10249704~10249710~10249716~10249722~10249728~10249734~10249740~10249746~10249752~10249689~10249695~10249701~10249707~10249713~10249719~10249725~10249731~10249737~10249743~10249749~10249755~10249758~10249761~10249764~10249767~10249770~10249773|10257482~10257485~10259556~10259568|10267482~10267485~10269556~10269568|10277482~10277485~10279556~10279568	2	8	100	4	53	13	6	97	50	8	54	13								
942	玄传君主套装	8	10389862~10389865~10389872~10389873~10389874~10385404~10385405|10449862~10449865~10449872~10449873~10449874~10445404~10445405|10207492~10207495~10209557~10209569|10237492~10237495~10239557~10239569|10249557~10249569~10249686~10249692~10249698~10249704~10249710~10249716~10249722~10249728~10249734~10249740~10249746~10249752~10249689~10249695~10249701~10249707~10249713~10249719~10249725~10249731~10249737~10249743~10249749~10249755~10249758~10249761~10249764~10249767~10249770~10249773|10257492~10257495~10259557~10259569|10267492~10267495~10269557~10269569|10277492~10277495~10279557~10279569	2	8	100	4	53	13	6	97	50	8	54	13								
943	玄传君主套装	8	10399862~10399865~10399872~10399873~10399874~10395404~10395405|10459862~10459865~10459872~10459873~10459874~10455404~10455405|10207502~10207505~10209558~10209570|10237502~10237505~10239558~10239570|10249558~10249570~10249686~10249692~10249698~10249704~10249710~10249716~10249722~10249728~10249734~10249740~10249746~10249752~10249689~10249695~10249701~10249707~10249713~10249719~10249725~10249731~10249737~10249743~10249749~10249755~10249758~10249761~10249764~10249767~10249770~10249773|10257502~10257505~10259558~10259570|10267502~10267505~10269558~10269570|10277502~10277505~10279558~10279570	2	8	100	4	53	13	6	97	50	8	54	13								
944	玄传君主套装	8	10409862~10409865~10409872~10409873~10409874~10405404~10405405|10469862~10469865~10469872~10469873~10469874~10465404~10465405|10207512~10207515~10209559~10209571|10237512~10237515~10239559~10239571|10249559~10249571~10249686~10249692~10249698~10249704~10249710~10249716~10249722~10249728~10249734~10249740~10249746~10249752~10249689~10249695~10249701~10249707~10249713~10249719~10249725~10249731~10249737~10249743~10249749~10249755~10249758~10249761~10249764~10249767~10249770~10249773|10257512~10257515~10259559~10259571|10267512~10267515~10269559~10269571|10277512~10277515~10279559~10279571	2	8	100	4	53	13	6	97	50	8	54	13								
950	神·永结同心套装	2	10298172~10298181|10288172~10288181	2	118	2	-1	-1	-1	-1	-1	-1	-1	-1	-1								
951	神·白头偕老套装	2	10298173~10298182|10288173~10288182	2	115	1	-1	-1	-1	-1	-1	-1	-1	-1	-1								
952	神·缘定三生套装	2	10298174~10298183|10288174~10288183	2	22	1500	-1	-1	-1	-1	-1	-1	-1	-1	-1								
953	天·永结同心套装	2	10298175~10298184|10288175~10288184	2	118	6	-1	-1	-1	-1	-1	-1	-1	-1	-1								
954	天·白头偕老套装	2	10298176~10298185|10288176~10288185	2	115	2	-1	-1	-1	-1	-1	-1	-1	-1	-1								
955	天·缘定三生套装	2	10298177~10298186|10288177~10288186	2	22	3500	-1	-1	-1	-1	-1	-1	-1	-1	-1								
956	冥·永结同心套装	2	10298178~10298187|10288178~10288187	2	118	10	-1	-1	-1	-1	-1	-1	-1	-1	-1								
957	冥·白头偕老套装	2	10298179~10298188|10288179~10288188	2	115	3	-1	-1	-1	-1	-1	-1	-1	-1	-1								
958	冥·缘定三生套装	2	10298180~10298189|10288180~10288189	2	22	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1								
961	心心相印套装	2	10298192~10298201~10298210~10298219|10288192~10288201~10288210~10288219	2	97	5	-1	-1	-1	-1	-1	-1	-1	-1	-1								
964	心心相印套装	2	10298195~10298204~10298213~10298222|10288195~10288204~10288213~10288222	2	97	7	-1	-1	-1	-1	-1	-1	-1	-1	-1								
967	心心相印套装	2	10298198~10298207~10298216~10298225|10288198~10288207~10288216~10288225	2	97	10	-1	-1	-1	-1	-1	-1	-1	-1	-1								
968	心心相印套装	2	10298226~10298229~10298232~10298235|10288226~10288229~10288232~10288235	2	22	1800	-1	-1	-1	-1	-1	-1	-1	-1	-1								
