NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	NUM	NUM	FLOAT	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
36865	700028	0	421	75	79	»¨ØÝ×ÓÄ£Ê¿±ø		44611	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36866	700028	0	422	75	79	»¨ØÝ×ÓÄ£Ê¿±ø		44611	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36867	700028	0	423	75	79	»¨ØÝ×ÓÄ£Ê¿±ø		44611	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36868	700028	0	424	75	79	»¨ØÝ×ÓÄ£Ê¿±ø		44611	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36869	700028	0	425	75	79	»¨ØÝ×ÓÄ£Ê¿±ø		44611	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36870	700028	0	426	75	79	»¨ØÝ×ÓÄ£Ê¿±ø		44611	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36871	700028	0	427	75	79	»¨ØÝ×ÓÄ£Ê¿±ø		44611	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36872	700028	0	428	75	79	»¨ØÝ×ÓÄ£Ê¿±ø		44611	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36873	700028	0	429	75	79	»¨ØÝ×ÓÄ£Ê¿±ø		44611	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36874	700028	0	430	75	79	»¨ØÝ×ÓÄ£Ê¿±ø		44611	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36875	700028	0	431	75	79	»¨ØÝ×ÓÄ£Ê¿±ø		44611	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36876	700028	0	432	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36877	700028	0	433	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36878	700028	0	434	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36879	700028	0	435	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36880	700028	0	436	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36881	700028	0	437	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36882	700028	0	438	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36883	700028	0	439	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36884	700028	0	440	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36885	700028	0	441	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36886	700028	0	442	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36887	700028	0	443	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36888	700028	0	444	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36889	700028	0	445	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36890	700028	0	446	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36891	700028	0	447	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36892	700028	0	448	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36893	700028	0	449	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36894	700028	0	450	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36895	700028	0	451	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36896	700028	0	452	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36897	700028	0	453	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36898	700028	0	454	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36899	700028	0	455	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36900	700028	0	456	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36901	700028	0	457	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36902	700028	0	458	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36903	700028	0	459	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36904	700028	0	460	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36905	700028	0	461	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36906	700028	0	462	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36907	700028	0	463	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36908	700028	0	464	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36909	700028	0	465	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36910	700028	0	466	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36911	700028	0	467	80	84	»¨ØÝ×ÓÄ£Ê¿±ø		44612	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36912	700028	0	468	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36913	700028	0	469	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36914	700028	0	470	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36915	700028	0	471	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36916	700028	0	472	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36917	700028	0	473	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36918	700028	0	474	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36919	700028	0	475	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36920	700028	0	476	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36921	700028	0	477	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36922	700028	0	478	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36923	700028	0	479	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36924	700028	0	480	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36925	700028	0	481	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36926	700028	0	482	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36927	700028	0	483	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36928	700028	0	484	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36929	700028	0	485	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36930	700028	0	486	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36931	700028	0	487	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36932	700028	0	488	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36933	700028	0	489	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36934	700028	0	490	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36935	700028	0	491	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36936	700028	0	492	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36937	700028	0	493	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36938	700028	0	494	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36939	700028	0	495	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36940	700028	0	496	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36941	700028	0	497	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36942	700028	0	498	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36943	700028	0	499	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36944	700028	0	500	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36945	700028	0	501	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36946	700028	0	502	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36947	700028	0	503	85	89	»¨ØÝ×ÓÄ£Ê¿±ø		44613	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36948	700028	0	504	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36949	700028	0	505	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36950	700028	0	506	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36951	700028	0	507	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36952	700028	0	508	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36953	700028	0	509	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36954	700028	0	510	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36955	700028	0	511	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36956	700028	0	512	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36957	700028	0	513	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36958	700028	0	514	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36959	700028	0	515	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36960	700028	0	516	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36961	700028	0	517	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36962	700028	0	518	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36963	700028	0	519	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36964	700028	0	520	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36965	700028	0	521	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36966	700028	0	522	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36967	700028	0	523	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36968	700028	0	524	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36969	700028	0	525	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36970	700028	0	526	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36971	700028	0	527	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36972	700028	0	528	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36973	700028	0	529	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36974	700028	0	530	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36975	700028	0	531	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36976	700028	0	532	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36977	700028	0	533	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36978	700028	0	534	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36979	700028	0	535	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36980	700028	0	536	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36981	700028	0	537	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36982	700028	0	538	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36983	700028	0	539	90	94	»¨ØÝ×ÓÄ£Ê¿±ø		44614	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36984	700028	0	540	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36985	700028	0	541	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36986	700028	0	542	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36987	700028	0	543	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36988	700028	0	544	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36989	700028	0	545	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
36990	700028	0	546	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36991	700028	0	547	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36992	700028	0	548	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36993	700028	0	549	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36994	700028	0	550	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36995	700028	0	551	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36996	700028	0	552	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36997	700028	0	553	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36998	700028	0	554	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
36999	700028	0	555	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37000	700028	0	556	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37001	700028	0	557	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37002	700028	0	558	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37003	700028	0	559	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37004	700028	0	560	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37005	700028	0	561	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37006	700028	0	562	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37007	700028	0	563	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37008	700028	0	564	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37009	700028	0	565	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37010	700028	0	566	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37011	700028	0	567	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37012	700028	0	568	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37013	700028	0	569	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37014	700028	0	570	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37015	700028	0	571	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37016	700028	0	572	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37017	700028	0	573	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37018	700028	0	574	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37019	700028	0	575	95	99	»¨ØÝ×ÓÄ£Ê¿±ø		44615	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37020	700028	0	576	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
37021	700028	0	577	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
37022	700028	0	578	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
37023	700028	0	579	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
37024	700028	0	580	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
37025	700028	0	581	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	0	0
37026	700028	0	582	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37027	700028	0	583	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37028	700028	0	584	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37029	700028	0	585	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37030	700028	0	586	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37031	700028	0	587	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37032	700028	0	588	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37033	700028	0	589	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37034	700028	0	590	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37035	700028	0	591	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37036	700028	0	592	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37037	700028	0	593	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37038	700028	0	594	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37039	700028	0	595	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	143.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37040	700028	0	596	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	144.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37041	700028	0	597	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	146.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37042	700028	0	598	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	147.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37043	700028	0	599	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	148.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
37044	700028	0	600	100	104	»¨ØÝ×ÓÄ£Ê¿±ø		44616	-1	142.1	32.3252	0	9	962	0	0	0	0	1	27	-1	0
